672,17.0,6.0,36.0,3.0,2.0,10.0,4.0,3.0,1.0,80.0,100.0,81.0,5
673,17.0,77.0,31.0,3.0,4.0,3.0,5.0,8.0,2.0,72.0,66.0,64.0,6
674,24.0,15.0,46.0,4.0,1.0,8.0,3.0,2.0,3.0,69.0,75.0,74.0,5
675,22.0,29.0,27.0,2.0,8.0,5.0,4.0,4.0,3.0,69.0,83.0,49.0,2
676,30.0,57.0,24.0,2.0,5.0,1.0,3.0,5.0,5.0,40.0,87.0,77.0,2
677,22.0,40.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,86.0,62.0,46.0,1
678,18.0,14.0,15.0,0.0,3.0,7.0,2.0,4.0,2.0,66.0,67.0,80.0,5
679,32.0,46.0,0.0,7.0,3.0,4.0,0.0,4.0,0.0,87.0,71.0,76.0,6
680,29.0,26.0,36.0,2.0,7.0,3.0,2.0,4.0,2.0,58.0,74.0,59.0,2
681,52.0,55.0,18.0,5.0,4.0,5.0,4.0,3.0,5.0,68.0,64.0,67.0,4
682,6.0,41.0,58.0,4.0,5.0,3.0,1.0,5.0,4.0,51.0,78.0,44.0,2
683,26.0,11.0,50.0,0.0,5.0,4.0,2.0,5.0,3.0,62.0,75.0,56.0,2
684,74.0,43.0,33.0,4.0,8.0,0.0,2.0,2.0,0.0,70.0,93.0,0.0,2
685,9.0,27.0,42.0,3.0,7.0,4.0,3.0,5.0,6.0,67.0,71.0,79.0,3
686,65.0,86.0,61.0,4.0,2.0,5.0,3.0,6.0,6.0,47.0,63.0,76.0,4
687,59.0,34.0,53.0,6.0,2.0,8.0,2.0,0.0,6.0,41.0,65.0,97.0,6
688,15.0,21.0,3.0,1.0,4.0,1.0,6.0,0.0,2.0,78.0,100.0,73.0,4
689,14.0,11.0,42.0,4.0,2.0,6.0,0.0,3.0,1.0,63.0,62.0,54.0,6
690,23.0,62.0,20.0,4.0,6.0,1.0,2.0,7.0,0.0,76.0,54.0,70.0,6
691,42.0,38.0,40.0,5.0,1.0,7.0,4.0,5.0,10.0,85.0,73.0,77.0,4
692,9.0,14.0,45.0,4.0,2.0,7.0,0.0,3.0,3.0,34.0,78.0,86.0,5
693,10.0,64.0,44.0,7.0,0.0,10.0,4.0,3.0,7.0,84.0,57.0,73.0,4
694,40.0,14.0,26.0,4.0,5.0,4.0,4.0,9.0,3.0,83.0,54.0,69.0,1
695,40.0,91.0,23.0,5.0,1.0,6.0,7.0,10.0,6.0,45.0,42.0,55.0,6
696,39.0,41.0,33.0,2.0,7.0,3.0,3.0,7.0,4.0,76.0,75.0,61.0,1
697,57.0,27.0,8.0,0.0,6.0,5.0,3.0,10.0,4.0,79.0,43.0,70.0,1
698,63.0,22.0,16.0,4.0,2.0,1.0,5.0,3.0,2.0,74.0,78.0,89.0,4
699,30.0,25.0,77.0,4.0,1.0,5.0,0.0,1.0,4.0,31.0,69.0,82.0,5
700,28.0,22.0,48.0,2.0,4.0,6.0,1.0,3.0,3.0,65.0,81.0,87.0,5
701,24.0,57.0,45.0,3.0,5.0,4.0,4.0,4.0,5.0,65.0,74.0,68.0,2
702,27.0,113.0,65.0,6.0,7.0,4.0,5.0,3.0,1.0,88.0,44.0,44.0,2
703,45.0,63.0,45.0,5.0,1.0,0.0,5.0,6.0,2.0,67.0,84.0,100.0,3
704,8.0,1.0,41.0,4.0,2.0,1.0,4.0,4.0,4.0,63.0,75.0,81.0,5
705,36.0,25.0,56.0,4.0,3.0,3.0,3.0,3.0,3.0,65.0,70.0,73.0,5
706,34.0,29.0,80.0,1.0,3.0,6.0,5.0,2.0,2.0,50.0,70.0,53.0,5
707,45.0,41.0,70.0,5.0,3.0,6.0,2.0,0.0,4.0,50.0,79.0,72.0,5
708,74.0,50.0,40.0,6.0,0.0,3.0,5.0,4.0,3.0,77.0,52.0,83.0,4
709,62.0,39.0,38.0,0.0,6.0,5.0,1.0,4.0,0.0,51.0,52.0,53.0,1
710,61.0,61.0,41.0,4.0,1.0,7.0,3.0,6.0,4.0,61.0,40.0,62.0,6
711,4.0,83.0,49.0,6.0,5.0,3.0,1.0,4.0,4.0,52.0,84.0,42.0,2
712,17.0,20.0,41.0,5.0,5.0,1.0,0.0,2.0,5.0,65.0,58.0,86.0,5
713,41.0,55.0,41.0,6.0,1.0,3.0,7.0,3.0,3.0,46.0,76.0,65.0,5
714,5.0,74.0,41.0,5.0,4.0,7.0,6.0,0.0,3.0,67.0,71.0,60.0,4
715,16.0,52.0,25.0,3.0,3.0,2.0,1.0,3.0,7.0,63.0,71.0,75.0,3
716,31.0,58.0,14.0,4.0,5.0,4.0,4.0,6.0,4.0,66.0,91.0,91.0,3
717,66.0,46.0,0.0,7.0,8.0,5.0,2.0,5.0,5.0,53.0,63.0,46.0,4
718,0.0,78.0,60.0,4.0,4.0,7.0,4.0,6.0,5.0,66.0,77.0,42.0,2
719,0.0,69.0,30.0,9.0,6.0,9.0,1.0,3.0,3.0,57.0,64.0,65.0,4
720,15.0,17.0,16.0,4.0,3.0,3.0,7.0,4.0,5.0,66.0,100.0,53.0,4
721,15.0,35.0,15.0,8.0,4.0,8.0,3.0,2.0,7.0,82.0,77.0,74.0,4
722,35.0,47.0,28.0,2.0,5.0,7.0,5.0,2.0,1.0,100.0,75.0,46.0,3
723,24.0,61.0,36.0,4.0,4.0,2.0,2.0,3.0,6.0,60.0,70.0,85.0,3
724,54.0,30.0,59.0,3.0,3.0,2.0,4.0,8.0,2.0,57.0,61.0,73.0,3
725,16.0,29.0,18.0,4.0,2.0,1.0,4.0,4.0,4.0,93.0,60.0,57.0,1
726,56.0,22.0,35.0,5.0,2.0,6.0,3.0,4.0,3.0,46.0,57.0,62.0,6
727,39.0,29.0,28.0,5.0,0.0,7.0,6.0,4.0,9.0,88.0,74.0,82.0,4
728,39.0,54.0,54.0,0.0,4.0,5.0,0.0,4.0,4.0,0.0,55.0,67.0,5
729,12.0,55.0,60.0,7.0,2.0,5.0,1.0,6.0,2.0,67.0,64.0,100.0,4
730,22.0,18.0,39.0,1.0,5.0,5.0,1.0,5.0,3.0,77.0,75.0,89.0,5
731,49.0,26.0,54.0,3.0,8.0,3.0,5.0,4.0,5.0,63.0,74.0,69.0,1
732,28.0,39.0,12.0,3.0,4.0,4.0,8.0,0.0,8.0,80.0,84.0,62.0,4
733,78.0,65.0,42.0,5.0,3.0,5.0,8.0,6.0,5.0,34.0,50.0,67.0,6
734,70.0,1.0,7.0,2.0,4.0,7.0,4.0,7.0,2.0,77.0,66.0,82.0,1
735,37.0,62.0,12.0,7.0,5.0,5.0,2.0,1.0,0.0,62.0,57.0,77.0,4
736,0.0,58.0,29.0,7.0,4.0,8.0,7.0,0.0,6.0,78.0,64.0,74.0,4
737,41.0,57.0,3.0,7.0,2.0,7.0,0.0,3.0,0.0,74.0,62.0,76.0,6
738,46.0,21.0,52.0,3.0,6.0,4.0,3.0,4.0,4.0,83.0,89.0,86.0,5
739,87.0,10.0,60.0,4.0,8.0,0.0,4.0,5.0,0.0,50.0,62.0,79.0,1
740,38.0,51.0,30.0,2.0,4.0,3.0,4.0,5.0,3.0,77.0,71.0,67.0,3
741,0.0,63.0,49.0,6.0,1.0,8.0,6.0,1.0,8.0,100.0,72.0,70.0,4
742,47.0,45.0,42.0,2.0,0.0,2.0,6.0,6.0,3.0,64.0,72.0,85.0,3
743,26.0,32.0,64.0,4.0,4.0,3.0,7.0,2.0,4.0,83.0,76.0,49.0,5
744,0.0,56.0,42.0,4.0,5.0,4.0,2.0,6.0,4.0,44.0,68.0,44.0,2
745,21.0,60.0,53.0,2.0,4.0,4.0,2.0,5.0,3.0,72.0,55.0,78.0,6
746,17.0,57.0,42.0,6.0,6.0,1.0,6.0,2.0,4.0,0.0,78.0,54.0,1
747,36.0,46.0,0.0,1.0,2.0,0.0,1.0,3.0,5.0,79.0,55.0,38.0,1
748,45.0,18.0,8.0,0.0,5.0,4.0,5.0,6.0,3.0,71.0,66.0,75.0,5
749,3.0,14.0,85.0,4.0,1.0,9.0,1.0,1.0,2.0,35.0,71.0,60.0,5
750,52.0,67.0,16.0,2.0,4.0,6.0,3.0,3.0,5.0,53.0,75.0,46.0,4
751,43.0,54.0,46.0,4.0,6.0,3.0,3.0,2.0,2.0,62.0,66.0,55.0,2
752,12.0,24.0,40.0,3.0,6.0,4.0,5.0,4.0,5.0,72.0,64.0,64.0,3
753,9.0,80.0,39.0,2.0,6.0,2.0,5.0,6.0,3.0,54.0,70.0,65.0,2
754,73.0,42.0,0.0,9.0,2.0,7.0,3.0,5.0,2.0,52.0,67.0,70.0,6
755,8.0,60.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,76.0,69.0,57.0,3
756,45.0,41.0,22.0,5.0,3.0,7.0,2.0,4.0,5.0,42.0,80.0,74.0,6
757,56.0,45.0,50.0,4.0,4.0,5.0,0.0,2.0,1.0,74.0,40.0,69.0,6
758,31.0,28.0,66.0,3.0,4.0,1.0,5.0,5.0,1.0,72.0,54.0,57.0,1
759,23.0,40.0,25.0,5.0,5.0,3.0,4.0,6.0,2.0,83.0,76.0,71.0,3
760,29.0,47.0,43.0,3.0,4.0,5.0,3.0,4.0,4.0,76.0,90.0,80.0,3
761,25.0,17.0,34.0,1.0,3.0,9.0,3.0,5.0,2.0,86.0,79.0,63.0,5
762,36.0,10.0,79.0,1.0,1.0,0.0,7.0,3.0,2.0,55.0,73.0,58.0,5
763,33.0,41.0,19.0,2.0,6.0,2.0,1.0,8.0,1.0,95.0,57.0,64.0,3
764,18.0,49.0,15.0,4.0,3.0,4.0,5.0,3.0,4.0,65.0,84.0,60.0,4
765,56.0,24.0,41.0,2.0,4.0,5.0,0.0,5.0,3.0,52.0,54.0,44.0,6
766,80.0,69.0,12.0,6.0,2.0,6.0,4.0,10.0,5.0,52.0,59.0,62.0,6
767,82.0,71.0,65.0,4.0,7.0,1.0,4.0,4.0,0.0,73.0,62.0,56.0,2
768,49.0,7.0,24.0,2.0,4.0,4.0,4.0,7.0,4.0,73.0,49.0,67.0,1
